Message.Text,id
Excellent! Your tickets have been purchased successfully. Enjoy the show!,4917
"Hello, are you interested in purchasing movie tickets?",4918
What city and state are you located in?,4919
What date and time would you like to go?,4920
What would you like to see? 10 Cloverfield Lane was the big release this weekend.,4921
"Great, how many tickets would you like?",4922
I have purchased your tickets. Thank you and enjoy the show.,4923
recommend me a movie please,4924
10 Cloverfield Lane is this weeks hottest new release.,4925
id like to see it,4926
Great! When and where would you like to see it?,4927
What state is Crystal Lake in please?,4928
What date and time would you like to go?,4929
"Thank you, how many tickets will you need?",4930
There is a 8:20 showing at Regal Crystal Lake Showplace Stadium 16. Is that acceptable?,4931
I have purchased your tickets. Thank you and enjoy the show.,4932
i need 4 tickets for the latest showing of spotlight for wednesday night,4933
What theater would you like to go to?,4934
There is a 10:30 showing at Cinemark Lincoln Square Cinemas.,4935
I have purchased your tickets. Thank you and enjoy the show.,4936
I need 3 tickets for Deadpool tomorrow at 8PM in Dallas.,4937
There is a 7:55 showing at Alamo Drafthouse Cinema. Should I purchase your tickets?,4938
I have purchased your tickets. Thank you and enjoy the show.,4939
There is a 9:50 showing at AMC Pacific Place 11. Is that acceptable?,4940
I have purchased your tickets. Thank you and enjoy the show.,4941
i need two tickets to deadpool in seattle for tomorrow night at 7pm,4942
There is a 7:10 showing at AMC Pacific Place 11. Is that acceptable?,4943
I have purchased your tickets. Thank you and enjoy the show.,4944
I want a ticket for 3 people to see Kung Fu Panda 3 tomorrow.,4945
What theater would you like to see it at?,4946
"Okay, can you tell me what city/state you are located in please?",4947
Would you like to see it in standard or 3D format?,4948
I have purchased your tickets. Thank you and enjoy the show.,4949
I need 4 tickets for Deadpool tomorrow at 8PM.,4950
What city and state are you located in?,4951
I have purchased your tickets. Thank you and enjoy the show.,4952
How many tickets would you like?,4953
Do you mean The Other Side of the Door?,4954
"sorry, yes...was trying to decide between that and Gods of Egypt",4955
I have purchased your tickets. Thank you and enjoy the show.,4956
i need 6 movie tickets in seattle for spotlight friday night at 8pm,4957
There is an 8:40 showtime available on Thursday at Regal Meridian 16. Is that acceptable?,4958
I have purchased your tickets. Thank you and enjoy the show.,4959
4 tickets to the latest showing in the renton wa area for deadpool,4960
I have purchased your tickets. Thank you and enjoy the show.,4961
When would you like to go?,4962
There is a 9:30 showing at AMC River East 21. Is that acceptable?,4963
Sure. please go for it,4964
I have successfully purchased your tickets to the 9:30 show! Enjoy!,4965
Great! Thank you so much,4966
Thank you for using our service. Please Submit the HIT.,4967
2 tickets to deadpool at the latest showing tomorrow in seattle,4968
The latest showing at AMC Pacific Place 11 is 9:50 tomorrow. Is that acceptable?,4969
I have purchased your tickets. Thank you and enjoy the show.,4970
i need 3 tickets to spotlight at the latest showing tonight in seattle,4971
There is an 8:40 showing at Regal Meridian 16. Is that acceptable?,4972
I have purchased your tickets. Thank you and enjoy the show.,4973
I have purchased your tickets. Thank you and enjoy the show.,4974
UA West Tower has a 7:15pm show. Would you be interested?,4975
I have purchased your tickets. Thank you and enjoy the show.,4976
I need 2 tickets for Zootopia tomorrow at 8PM in Los Angeles.,4977
Would you like to see it in 3D or standard format?,4978
I have successfully purchased 2 tickets to the 8:20 show! Enjoy!,4979
3 tickets to spotlight at the first showing after 6pm for tomorrow,4980
What theater would you like to go to?,4981
There is a 6:10 showing at Regal Meridian 16. Is that acceptable?,4982
I have purchased your tickets. Thank you and enjoy the show.,4983
I want 2 tickets to see Kung Fu Panda 3 for 6 people.,4984
Would you like two tickets or six?,4985
What city and state are you located in?,4986
What date and time would you like to go?,4987
Would you like to see it in 3D or standard 2D?,4988
AMC LOEWS BOSTON COMMON 19 has a 7:15 showtime. Would that work well for you?,4989
I have purchased your tickets. Thank you and enjoy the show.,4990
Hello. Do you know the name of the movie you'd like to see?,4991
I was looking for the new Tina Fey Movie. Believe it is Whiskey Tango something,4992
Yes that is it. Anytime after 7pm,4993
"I'm sorry your response did not come through, can we book an earlier date?",4994
Thursday or Friday would be good,4995
I have successfully purchased 2 tickets to the 7:15 show! Enjoy!,4996
Thank you for using our system!,4997
Do you have a theater in mind or just one that matches your showtime?,4998
There is a 7:10 showing at Republic Theatres- Franklin Square Cinema. Is that acceptable?,4999
Unfortunately that theater does not support Fandango ticketing. Would you like to try someplace else?,5000
I have purchased your tickets. Thank you and enjoy the show.,5001
I'd like 2 tickets to see Spotlight tomorrow around 6 pm in Littleton CO please,5002
There is a 7:20 showing at Regal River Point Stadium 14. Is that acceptable?,5003
I have purchased your tickets. Thank you and enjoy the show.,5004
1 ticket to deadpool for tomorrow night at the latest showing in detroit mi,5005
There is a 10:25 showing at Emagine Theatres Royal Oak. Is that acceptable?,5006
"Hello, are you interested in purchasing movie tickets?",5007
"yes, and theater that is on fandango",5008
I have purchased your tickets. Thank you and enjoy the show.,5009
"3D if available near that time if not, 2D is fine",5010
There is a 7:10 showing at Regal Knoxville Center Stadium 10. Is that acceptable?,5011
I have purchased your tickets. Thank you and enjoy the show.,5012
Hello! Would you like to purchase some movie tickets?,5013
Yes please. I'd like 3 tickets to Kung Fu Panda 3 in 3D!,5014
Sure my zip code is 89123,5015
"Thanks, what day do you want to go?",5016
The latest showing is at 5:15 at Regal Boulder Station Stadium 11. Is that acceptable?,5017
I have purchased your tickets. Thank you and enjoy the show.,5018
Hello I like to purchase two movie ticket for March 25 2016,5019
What city and state are you located in?,5020
What movie would you like to see? Zootopia is currently the #1 movie in America.,5021
That sounds good. Can I purchase 2 tickets today around 5PM,5022
Would you like to see it in 3D or standard 2D?,5023
I have purchased your tickets. Thank you and enjoy the show.,5024
There is a 4:40 showing at Carmike 14 - Johnson City. Is that acceptable?,5025
I have purchased your tickets. Thank you and enjoy the show.,5026
Hello! I'm looking for a good movie to bring a date to.,5027
What city and state are you located in?,5028
What date and time would you like to go?,5029
How many tickets would you like? Just 2?,5030
I have successfully purchased 2 tickets to the 7:45 show! Enjoy!,5031
Thank you for using our system!,5032
Would you like to see it in standard or 3D format?,5033
There is a 12:55 and 6:55 showtime available. Which do you prefer?,5034
"Great, I have purchased 1 tickets for the 12:55 show for you, enjoy the movie.",5035
Thank you for using our service!,5036
"Great, I have purchased 1 ticket for you to the 7:50 show, enjoy your movie.",5037
Thank you for using our service!,5038
4 tickets to spotlight at the latest showing in seattle for wednesday night please,5039
There is a 10:30 showing available at Cinemark Lincoln Square Cinemas. Is that acceptable?,5040
I have purchased your tickets. Thank you and enjoy the show.,5041
2 tickets to spotlight in redmond wa,5042
What day would you like to go?,5043
I have successfully purchased 2 tickets to the 9:50 show! Enjoy!,5044
What day would you like to go?,5045
Different movie at same theater. What else is playing?,5046
There is a 7:15 showing available. Is that acceptable?,5047
Yes! Book us for that please.,5048
I have purchased your tickets. Thank you and enjoy the sho,5049
1 ticket to spotlight in washington dc for tomorrow at the earliest show possible,5050
There is a 12:50 showing at Landmark E Street Cinema. Is that acceptable?,5051
I have purchased your tickets. Thank you and enjoy the show.,5052
Is there a theater that you prefer to use?,5053
There is a 6:30 showing at Regal Cinemas Rancho Del Rey 16. Is that acceptable?,5054
I have purchased your tickets. Thank you and enjoy the show.,5055
Hi. What are the top 3 most popular movies out in theaters right now?,5056
"Zootopia, 10 cloverfield lane, and Deadpool and the top 3 movies at the box office.",5057
Please purchase a ticket for Deadpool showing in zipcode 98101 anytime on Saturday.,5058
There is a 12:50 showing at Cinemark 14 Chico. Should I purchase your ticket?,5059
that sounds perfect. please do,5060
I have successfully purchased your ticket to the 12:50 show! Enjoy!,5061
2 tickets to whiskey tango foxtrot for tomorrow at the latest showing in seattle please,5062
There is a 9:40 showing at Regal Meridian 16. Is that acceptable?,5063
I have purchased your tickets. Thank you and enjoy the show.,5064
The Witch is playing at Brenden Palms Casino at 8:30pm. Want to try that?,5065
I have successfully purchased 4 tickets to the 8:30 show! Enjoy!,5066
"I would like 3 tickets to 'deadpool' later tonight in chico, ca please",5067
There is a 10:15 showing at Cinemark 14 Chico. Is that acceptable?,5068
quite acceptable. please grab those tickets,5069
Perfect! I have successfully purchased 3 tickets to the 10:15 show! Enjoy.,5070
"Hi, can I help you book tickets today?",5071
"Yes, I would like to see 10 Cloverfield Lane",5072
Great Choice. What theater would you like to go to?,5073
"Carmike 12 in Dothan, AL.",5074
What date would you like to go?,5075
What time would you like to go? There are showtimes throughout the day.,5076
How many tickets would you like?,5077
When would you like to go?,5078
I prefer the 7:30 PM show on March 16th if available.,5079
I have successfully purchased your tickets! Enjoy!,5080
4 tickets for seattle area for 3d zootopia at the earliest showing,5081
What date would you like to go?,5082
I have successfully purchased 4 tickets to the 1pm show! Enjoy!,5083
When would you like to go?,5084
I prefer the 6:45 PM show on March 16th if available.,5085
I have successfully purchased your tickets!,5086
When would you like to go?,5087
"There is a 6:50, 7:30, 9:25, and 10:10 showing available. Which would you prefer?",5088
I have purchased your tickets. Thank you and enjoy the show.,5089
need 3 tickets in denver area for zootopia 3d at the latest showing on thursday,5090
There is a 10:15 showing at Regal River Point Stadium 14. Is that acceptable?,5091
I have purchased your tickets. Thank you and enjoy the show.,5092
i need 1 ticket to spotlight at the earliest showing for tomorrow in seattle,5093
There is a 11:35am showing at Cinemark Lincoln Square Cinemas. Is that acceptable?,5094
I have successfully purchased your ticket to the 11:35am show! Enjoy!,5095
I have purchased your tickets. Thank you and enjoy the show.,5096
When would you like to go?,5097
I prefer the 6:15 PM show on March 16th if available.,5098
I have successfully purchased your tickets! Enjoy!,5099
"I live in Hazard, Kentucky and I want to watch a horror movie tonight",5100
I have purchased your tickets. Thank you and enjoy the show.,5101
3 tickets to 3d zootopia in seattle for tomorrow night,5102
I have purchased your tickets. Thank you and enjoy the show.,5103
Can you list the 3 most popular films in theaters right now?,5104
Would you like to see it in 3D or standard 2D?,5105
What city and state are you located in?,5106
What date and time would you like to go?,5107
There is a 4:$5 showing at AMC Veterans 24. Is that acceptable?,5108
When would you like to go?,5109
I prefer the 9:05 PM show on March 16th if available.,5110
I have purchased your tickets. Thank you and enjoy the show.,5111
Would you like to see it in standard or IMAX format?,5112
I have purchased your tickets. Thank you and enjoy the show.,5113
When would you like to go?,5114
I prefer the 6:35 PM show on March 16th if available.,5115
I have successfully purchased your tickets! Enjoy!,5116
i'm looking for a good drama movie showing tomorrow night around 9pm in warwick ri?,5117
"Dramas playing in the area include 10 Cloverfield Lane, Risen, and Miracles from Heaven.",5118
There is a 7:40 showtime at Showcase Cinemas Warwick Mall. Is that acceptable?,5119
I have purchased your tickets. Thank you and enjoy the show.,5120
"Thank you for using our service, good bye.",5121
There is a 6:30 and a 9:45 showing available tomorrow. Which time would you prefer?,5122
The 6:30 would be great.,5123
I have successfully purchased 2 tickets to the 6:30 show! Enjoy!,5124
Oh Wow. Thank you very much.,5125
Your welcome. Thank you for using our service! Please submit the HIT.,5126
Is 10 Cloverfield Lane okay for teenagers to watch?,5127
"Yes, it has been rated PG-13, would you like to book tickets?",5128
"Yes please, in Seattle - 4 tickets",5129
When would you like to go?,5130
There is a 7:35 showing at AMC Pacific Place 11. Is that acceptable?,5131
What is the top grossing movie in theaters right now?,5132
Zootopia is currently #1 and 10 cloverfield lane is #2.,5133
Book a ticket for Zootopia,5134
Would you like to see it in 3D or standard 2D?,5135
What city and state are you located in?,5136
What date and time would you like to go?,5137
There is a 9pm showing at Regal Meridian 16. Is that acceptable?,5138
How many tickets would you like?,5139
I have successfully purchased your ticket to the 9pm show! Enjoy!,5140
What movies are playing within 5 miles of zipcode 98101?,5141
I'd like a ticket for Zootopia at the Regal Meridian for Sunday,5142
How many tickets would you like?,5143
Ok. One ticket on Thursday near 6pm please,5144
Would you like to see it in standard or 3D format?,5145
There is a 6:20 showing available. Should I purchase your tickets?,5146
I have successfully purchased your ticket! Enjoy!,5147
"It is indeed playing there. The showtimes are: 2:00, 5:00, 7:45, and 11:00pm.",5148
Great. Can I secure 2 tickets for 3\/16 with you?,5149
Absolutely. What time would you like to go?,5150
Anytime before 8 would be great.,5151
I have successfully purchased 2 tickets to the 7:45 show on 3/16. Enjoy!,5152
Thank you for using our service.,5153
What movies are playing around 10pm tonight in zipcode 08534?,5154
Book a ticket for Whiskey Tango Foxtrot near 10pm,5155
There is a 9:35 showing at AMC Marketfair 10. Is that acceptable?,5156
I have purchased your tickets. Thank you and enjoy the show.,5157
When would you like to go?,5158
I prefer the 6:40 PM show on March 16th if available.,5159
I have successfully purchased your tickets! Enjoy!,5160
can you find me a showing of London has fallen?,5161
"Sure, what city and state please.",5162
What day would you like to go?,5163
There is a 4:50 showing at Regal Cinemas Atlantic Station 18. Is that acceptable?,5164
yes. can I pay for two tickets with my debit card?,5165
Your welcome. Please Submit the HIT now.,5166
1 ticket to spotlight for tomorrow in seattle area,5167
Is there a theater that you prefer to use?,5168
"Regal Meridian 16 has showtimes at 1:25, 3:20, 6:10, and 8:40. Which would you prefer?",5169
I have purchased your tickets. Thank you and enjoy the show.,5170
What date and time would you like to go?,5171
"Great, how many tickets will you need?",5172
"The first show is at 12:05, would that work for you?",5173
I have successfully purchased your ticket! Enjoy!,5174
"Great, I have purchased 2 tickets for you to the 5:45 show, enjoy your movie.",5175
When would you like to go?,5176
I prefer the 8:30 PM show on March 16th if available.,5177
I have successfully purchased your tickets! Enjoy!,5178
Hello I want to watch a family movie tonight with my husband and kids,5179
I have purchased your tickets. Thank you and enjoy the show.,5180
I have successfully purchased your ticket to the 10:35 show! Enjoy!,5181
I have successfully purchased your ticket to the 11:15 show! Enjoy!,5182
When would you like to go?,5183
I prefer the 9:30 PM show on March 16th if available.,5184
1 ticket to whiskey tango foxtrot in boise id for tonights latest showing,5185
Is there a particular theater that you prefer to use?,5186
There is a 10pm showing at Edwards Boise Stadium 21. Is that acceptable?,5187
I have purchased your tickets. Thank you and enjoy the show.,5188
I have purchased your tickets. Thank you and enjoy the show.,5189
Would you like the standard version or the 3D version?,5190
There is a 9:45 showing at Carmike Shiloh 14. Is that acceptable?,5191
I have purchased your tickets. Thank you and enjoy the show.,5192
When would you like to go?,5193
I prefer the 6:05 PM show on March 16th if available.,5194
I have successfully purchased your tickets! Enjoy!,5195
When would you like to go?,5196
I prefer the 7:00 PM show on March 16th if available.,5197
"Great, I have purchased 2 tickets for you to the 7 pm show.",5198
Deadpool has an 8:05 showing tomorrow at Pacific Theatres. Want to try that?,5199
I have purchased your tickets. Thank you and enjoy the show.,5200
Is there a theater that you prefer?,5201
I have purchased your tickets. Thank you and enjoy the show.,5202
Hello! Would you like to purchase movie tickets?,5203
Wonderful! Do you know the name of the movie you'd like to see?,5204
Are there any movies out right now starring Tom Cruise?,5205
No. Would you like to try something else?,5206
Ok. What movies are out?,5207
"Zootopia, Deadpool, 10 cloverfield lane are the 3 most popular movies currently out.",5208
Can I have 2 tickets to 10 Cloverfield Lane near zip 08534 for tomorrow?,5209
Would you like to see it in standard or IMAX format?,5210
"There is a 2:30, 5:15, and 8pm showing available. Which time would you prefer?",5211
I have purchased your tickets. Thank you and enjoy the show.,5212
When is the first showing of 10 Cloverfield Ln in Austin today?,5213
There is an 11:15 showing at Violet Crown Cinema.,5214
That sounds perfect. I need 4 tickets please.,5215
"No problem, that theater will work.",5216
I have successfully purchased your tickets to the 12:30 show! Enjoy!,5217
What is the latest showing of Deadpool in Tampa tonight?,5218
There is a 10:40 showing at Muvico Centro Ybor 20.,5219
Can I get 2 tickets for that show please?,5220
"Yes, I have purchased 2 tickets for the 10:40 show for you, enjoy the movie.",5221
Good day to you... I would like to get tickets to a movie,5222
"Good day, sir or madam. What movie would you like to see?",5223
"I would like to see Eddie The Eagle, Tonight. Somewhere in the Detroit Area",5224
"Great, how many tickets will you need?",5225
"Thanks, is there a particular theater that you prefer to use?",5226
MJR 15 in Madison Heights MI,5227
7:15 would be great at that location. Not to far for me,5228
"Perfect, I have purchased 4 tickets for you to the 7:15 show, enjoy the movie.",5229
What city and state are you located in?,5230
When would you like to go?,5231
I prefer the 8:30 PM show on March 16th if available.,5232
I have successfully purchased your tickets! Enjoy!,5233
What date and time would you like to go?,5234
I prefer the 9:00 PM show on March 16th if available.,5235
I have successfully purchased your tickets! Enjoy!,5236
"2 tickets to the room in seattle washington, the latest showing tonight",5237
There is a 4:35pm showing at AMC Pacific Place 11. Is that acceptable?,5238
I have successfully purchased your tickets!,5239
Tomorrow. Any time is fine. I need only 1 Ticket.,5240
There is a 2:10 showing tomorrow at AMC Burbank 16. How does that sound?,5241
I need 2 tickets to Zootopia 3D for tomorrow around 6 pm in Bradenton FL,5242
"Great, I have purchased 2 tickets for you to the 7:45 show, enjoy your movie.",5243
What day would you like to go?,5244
I prefer the 9:30 PM show on March 16th if available.,5245
I have successfully purchased your tickets! Enjoy!,5246
2 tickets to zootopia at the latest showing in san jose ca for tomorrow,5247
Would you like to see it in standard or 3D format?,5248
There is a 11:20 showing at Century 20 Great Mall. Is that acceptable?,5249
I have purchased your tickets. Thank you and enjoy the show.,5250
i need 3 tickets to the latest showing of zootopia 3d in redmond wa,5251
What day would you like to go?,5252
I have purchased your tickets. Thank you and enjoy the show.,5253
I have purchased your tickets. Thank you and enjoy the show.,5254
How many tickets will you need?,5255
I have successfully purchased your ticket! Enjoy!,5256
There is a 1:50 showing at Regal Meridian 16. Is that acceptable?,5257
I have successfully purchased your tickets! Enjoy!,5258
What date and time would you like to go?,5259
"Friday, evening time. AMC or Pacific Theaters please.",5260
How many tickets would you like?,5261
7pm please. Please book the two tickets. My name is Rick Grimes.,5262
I have purchased your tickets. Thank you and enjoy the show.,5263
There is a 7pm showing at AMC Showplace Bloomington 12. Is that acceptable?,5264
I have successfully purchased 4 tickets to the 7pm show! Enjoy!,5265
What day would you like to go?,5266
I prefer the 6:15 PM show on March 16th if available.,5267
I have successfully purchased your tickets! Enjoy!,5268
What 3D movies are playing at The Palladium in San Antonio Texas today?,5269
Zootopia is the only moving playing in 3D at that theater today.,5270
Ok great. I need 4 tickets for a showing around 2 - 3 p.m. please,5271
There is a 1:20 and 3:55 showtime available. Which time would you prefer?,5272
Lets go with the 3:55 showing,5273
"Great, I have purchased 4 tickets to the 3:55 show for you, enjoy the movie.",5274
Thank you for your help.,5275
Thank you for using our service. Please submit the HIT.,5276
"Can you recommend a romantic movie in Birmingham, AL tonight at 8",5277
I have purchased your tickets. Thank you and enjoy the show.,5278
need 3 tickets to spotlight in vegas area for thurs night,5279
There is a 6:15 showing at Century 18 Sam's Town. Is that acceptable?,5280
"Great, I have purchased 3 tickets for you to the 6:15 show, enjoy the movie.",5281
"Are there any good horror movies playing in Pensacola, FL tonight at 7",5282
I have successfully purchased 2 tickets to the 7:25 show! Enjoy!,5283
Can I get 2 tickets tomorrow at 2PM in Orlando for a good action movie,5284
I have purchased your tickets. Thank you and enjoy the show.,5285
"Hi, I'm interested in seeing Deadpool tonight in the Central District of Seattle",5286
try to get tickets for the 8:15 if you can,5287
I have purchased your tickets. Thank you and enjoy the show.,5288
I have successfully purchased your ticket to the 10pm show! Enjoy!,5289
"Hello, are you interested in purchasing movie tickets?",5290
tickets for 2 to see mad max in austin pls,5291
What day would you like to go?,5292
Unfortunately I cannot purchase tickets at that theater at this time.,5293
ok what about for the movie \room\,5294
I have successfully purchased your tickets to the 7:20 show! Enjoy!,5295
I'm happy to help!  What date and time would you like to go?,5296
Tomorrow. Evening is fine. Only need 1 Ticket,5297
I want to see The Hateful Eight in Chicago on Saturday. 4 tickets.,5298
I have purchased your tickets. Thank you and enjoy the show.,5299
I need 4 tickets for 10 Cloverfield Lane tomorrow at 8PM in Chicago.,5300
There is an 8pm showing at ShowPlace ICON. Should I purchase your tickets?,5301
I have purchased your tickets. Thank you and enjoy the show.,5302
"Good Morning, I would like to make some movie reservations",5303
"Great, what movie would you like to see?",5304
I was looking for the new Batman\/Superman movie for next week,5305
Should be a great one! What theater would you like to go to?,5306
6pm on Thursday would be great. I would need 3 tickets please,5307
"Would you like to see it in Standard, 3D, or IMAX format?",5308
There is a 6pm showing at AMC Star Fairlane 21. Is that acceptable?,5309
Perfect. That is in Dearborn to just confirm,5310
Perfect I will take those,5311
I have purchased your tickets. Thank you and enjoy the show.,5312
I want to see an action movie,5313
"Yes deadpool, I love in Anderson, Indiana",5314
What day would you like to go?,5315
"Thanks, and how many tickets will you need?",5316
I have purchased your tickets. Thank you and enjoy the show.,5317
What date and time would you like to go?,5318
"How about Friday, March18 around 6pm?",5319
Tickets meeting your criteria are available for 5:40pm. Please confirm that time to purchase.,5320
Tickets meeting your criteria are available for 5:40pm. Please confirm that time to purchase.,5321
"Great, I have purchased 2 tickets for you to the 5:40 show, enjoy the movie.",5322
I have purchased your tickets. Thank you and enjoy the show.,5323
How many tickets will you need?,5324
I have successfully purchased your ticket! Enjoy!,5325
When would you like to go?,5326
I prefer the 7:10 PM show on March 16th if available.,5327
I have successfully purchased your tickets! Enjoy!,5328
Good Morning. I need to get some movie tickets for Tonight Wed 3/16,5329
"Great, what movie would you like to see?",5330
I would like to see whiskey tango Tonight in San Diego for 4 people,5331
I have purchased your tickets. Thank you and enjoy the show.,5332
Would you like to see it in 3D or standard format?,5333
There is a 10:45 showing tomorrow at Cinemark 17 & IMAX Theatre. Is that acceptable?,5334
"Great, I have purchased 4 tickets for you to the 10:45 show, enjoy the movie.",5335
"Hello, are there any comedies playing in Tampa Fl tonight?",5336
"Yeah, sounds good - I'll need 3 tickets.",5337
I have purchased your tickets. Thank you and enjoy the show.,5338
What day would you like to go?,5339
I prefer the 8:40 PM show on March 16th if available.,5340
I have successfully purchased your tickets! Enjoy!,5341
Are any movies playing at noon on Monday near zipcode 08534?,5342
Movies on Wednesday playing at noon near 08534?,5343
I'd like 2 tickets to the most popular movie tomorrow at noon,5344
I have successfully purchased 2 tickets to the 11:15 show! enjoy!,5345
Hello I want to watch a movie later today,5346
"Great, what movie would you like to see?",5347
There is a 4:15 showing at Studio Movie Grill - College Park. Is that acceptable?,5348
I have purchased your tickets. Thank you and enjoy the show.,5349
I'm happy to assist you today. What city and state are you located in?,5350
What date and time would you like to go?,5351
"Tomorrow, any time is fine. I need 1 ticket.",5352
I'm looking for a horror movie,5353
When would you like to go?,5354
There is a 4:15 showing at Studio Movie Grill - College Park. Is that acceptable?,5355
I have purchased your tickets. Thank you and enjo,5356
Sorry I can only purchase tickets for today and tomorrow for that theater.,5357
There is a 2 and 4:30pm show. Which time would you prefer?,5358
I have purchased your tickets. Thank you and enjoy the show.,5359
Is Zootopia showing in 3D in a theater in zipcode 21771?,5360
What day should I check for you?,5361
There is a 10pm showing tonight. How many tickets would you like?,5362
I have purchased your tickets. Thank you and enjoy the show.,5363
hello what is the new comedy movie out now,5364
The Brothers Grimsby was this weekends major comedy release.,5365
ok i need 4 tickets for Friday after 7pm,5366
What city and state are you located in?,5367
I have purchased your tickets. Thank you and enjoy the show.,5368
Hi - Is Whiskey Tango Foxtrot playing in Tampa Fl tonight?,5369
There is a 4pm and 9pm showing available. Are either of those times acceptable?,5370
Look for a super hero movie that comes out before July 2016.,5371
"Ok, purchase 2 tickets to the Deadpool movie for me",5372
What theater would you like to go to?,5373
What day would you like to go?,5374
Friday any time after 6 pm,5375
There is a 7:30 showing available. Should I purchase your tickets?,5376
I have successfully purchased 2 tickets to the 7:30 show! Enjoy!,5377
I have purchased your tickets. Thank you and enjoy the show.,5378
When would you like to go?,5379
I prefer the 8:30 PM show on March 16th if available.,5380
I have successfully purchased your tickets! Enjoy!,5381
What day would you like to go?,5382
I prefer the 4:20 PM show on March 16th if available.,5383
"Great, I have purchased your tickets, enjoy the movie.",5384
I'd like to watch Gods of Egypt tomorrow around 8 pm. I'm in Clarksville TN.,5385
Would you like to see it in standard or 3D format?,5386
"3D if available near that time, otherwise 2D is fine",5387
How many tickets would you like?,5388
I have purchased your tickets. Thank you and enjoy the show.,5389
London has Fallen. Any showing after 6 PM is fine.,5390
I have successfully purchased your ticket to the 9:50 show! Enjoy!,5391
"Are there any good family movies playing in Orlando, FL today around 3PM",5392
Zootopia sounds good. Can I get 3 tickets to that?,5393
Would you like to see it in 3D or standard 2D?,5394
There is a 3:30 showing at Premiere Cinema 14 - Fashion Square. Is that acceptable?,5395
I have purchased your tickets. Thank you and enjoy the show.,5396
i need 6 tickets for zootopia 3d at 8pm in seattle area,5397
What day would you like to go?,5398
I have purchased your tickets. Thank you and enjoy the show.,5399
3 tickets to spotlight in seattle area for tomorrow at latest show,5400
There is a 8:40 showing at Regal Meridian 16. Is that acceptable?,5401
"Great, I have purchased 3 tickets to the 8:40 show for you, enjoy the movie.",5402
Can you please show times for a movie,5403
What date and time would you like to go?,5404
What movies are showing nearby in the next couple of hours?,5405
"what type of movie, drama, horror, romance, comedy?",5406
A family comedy or an adult comedy?,5407
"Hello, I am looking for your hours of operation",5408
What is your zip code please.,5409
How much does a single child admission to the movies these days are?,5410
"AMC Dine-In Theatres Buckhead 6, \r\nRegal Perimeter Pointe Stadium 10",5411
What times are the showings at Perimeter Pointe Stadium 10 on the 18th?,5412
What date and time would you like to go?,5413
Please hold on while I look that up for you.,5414
"These are purchased, Enjoy the show!",5415
The times listed are as follows:  12:00pm 9:40pm,5416
Can you purchase 2 tickets for me to the theater in the mall?,5417
What is your zip code please.,5418
Make me a list of adventure movies to choose from,5419
What is your zip code?,5420
Can I have a list of Family movies released this year?,5421
How many action films were released this spring?,5422
How late is Zootopia playin in Tampa Fl tonight?,5423
Which cinema do you prefer?,5424
I want to know what the latest showing is from all the theaters,5425
What date and time would you like to go?,5426
Great I'll take 3 tickets,5427
can you find times of the movie,5428
What is your zip code please?,5429
"Are you interested in a drama, comedy, thriller, or family movie?",5430
What date and time would you like to go?,5431
What is the latest action movie released this year?,5432
Can you get me 2 tickets to see cloverfield tonight?,5433
Which theater do you want to go to?,5434
Can you please find me the cost of a movie ticket in Los Angeles ca,5435
Adult  $15.50 \r\nSenior $11.75 \r\nChild $11.75,5436
I would like to purchase some movie tickets please.,5437
Which theater do you want to go to?,5438
Is there a specific movie or a genre you have in mind?,5439
Can you provide me with 4 tickets to a Romance film?,5440
What date and time would you like to go?,5441
I would like to purchase some movie tickets please.,5442
"Certainly, what is your zip code?",5443
What date and time would you like to go?,5444
What is the latest film with Bruce Willis in it?,5445
Can you get me 2 tickets to see an action film after dinner?,5446
Which theater do you want to go to?,5447
How much is a single adult admission to matinee?,5448
Which theater do you want to go to?,5449
Show me a list of action movies released 2014,5450
Which theater do you want to go to?,5451
What time is Deadpool showing tonight at the AMC theater in the westfield mall?,5452
Show me a list of action films released this summer,5453
What date and time would you like to go?,5454
Show me the latest documentary released this spring,5455
What date and time would you like to go?,5456
What is the total for 4 adult tickets to the movies?,5457
Which theater do you want to go to?,5458
I'd like 2 tickets to a theater in seattle tomorrow that has a balcony,5459
"What is your zipcode please, so I can find something closest to where you live.",5460
What date and time would you like to go?,5461
Which theater do you want to go to?,5462
This had been booked. Enjoy your show,5463
What date and time would you like to go?,5464
March 19 2016 at 1 pm showing,5465
I would like to purchase some movie tickets please.,5466
What date and time would you like to go?,5467
Which theater do you want to go to?,5468
What movies are playing this week?,5469
Which theater do you want to go to?,5470
"The one near me. I think it's on 34th Street, AMC Lowes or something.",5471
Which theater do you want to go to?,5472
What date and time would you like to go?,5473
Show me a list of horror films to watch tonight,5474
Which theater do you want to go to?,5475
I would like to purchase some movie tickets please.,5476
What date and time would you like to go?,5477
Which theater do you want to go to?,5478
Can you find a few locations showing the movie Kung Fu panda 3?,5479
What date and time would you like to go?,5480
Find a theater near me.,5481
What is your zip code.,5482
I would like you to help me with both.,5483
"Great, please hold while I look that up for you.",5484
I would like to purchase some movie tickets please.,5485
What date and time would you like to go?,5486
Which theater do you want to go to?,5487
I would like tickets to see 10 cloverfield lane,5488
What date and time would you like to go?,5489
Which theater do you want to go to?,5490
"yes, please book 2 tickets for the 10:10 showing",5491
Enjoy your show this has been booked,5492
